"","date","team","start_pitcher","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"away",2015-03-28,"한화","탈보트","이용규","권용관","김경언","김태균","김회성","모건","정범모","송주호","강경학"
"home",2015-03-28,"넥센","밴헤켄","서건창","이택근","유한준","박병호","김민성","스나이더","이성열","김하성","김재현"
"away1",2015-03-28,"kt","어윈","김동명","이대형","박경수","마르테","김상현","신명철","김사연","박기혁","용덕한"
"home1",2015-03-28,"롯데","레일리","아두치","황재균","손아섭","최준석","박종윤","강민호","김대우","정훈","문규현"
"away2",2015-03-28,"LG","소사","오지환","정성훈","박용택","최승준","정의윤","이병규","채은성","최경철","손주인"
"home2",2015-03-28,"KIA","양현종","김주찬","강한울","필","나지완","최희섭","이범호","김원섭","최용규","이성우"
"away3",2015-03-28,"NC","찰리","박민우","이종욱","나성범","테임즈","모창민","이호준","손시헌","김태군","김종호"
"home3",2015-03-28,"두산","마야","민병헌","정수빈","김현수","루츠","홍성흔","오재원","양의지","김재환","김재호"
"away4",2015-03-28,"SK","밴와트","이명기","박계현","이재원","박정권","브라운","임훈","나주환","정상호","김성현"
"home4",2015-03-28,"삼성","피가로","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"away5",2015-03-29,"한화","송은범","김경언","이용규","모건","김태균","김회성","정범모","고동진","강경학","권용관"
"home5",2015-03-29,"넥센","한현희","서건창","이택근","유한준","박병호","김민성","스나이더","이성열","김하성","김재현"
"away6",2015-03-29,"kt","시스코","이대형","조중근","박경수","마르테","김상현","장성호","김사연","박기혁","용덕한"
"home6",2015-03-29,"롯데","송승준","아두치","황재균","손아섭","최준석","정훈","강민호","김민하","오승택","문규현"
"away7",2015-03-29,"LG","임지섭","오지환","정성훈","박용택","최승준","이병규","정의윤","김용의","최경철","손주인"
"home7",2015-03-29,"KIA","험버","김원섭","최용규","필","나지완","최희섭","이범호","김다원","강한울","이성우"
"away8",2015-03-29,"NC","손민한","박민우","이종욱","나성범","테임즈","모창민","이호준","손시헌","김태군","김종호"
"home8",2015-03-29,"두산","장원준","민병헌","정수빈","김현수","루츠","홍성흔","오재원","양의지","김재환","김재호"
"away9",2015-03-29,"SK","윤희상","이명기","조동화","이재원","박정권","브라운","김성현","나주환","정상호","박계현"
"home9",2015-03-29,"삼성","차우찬","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이흥련","김상수"
"away10",2015-03-31,"롯데","린드블럼","아두치","황재균","손아섭","최준석","김대우","정훈","하준호","장성우","문규현"
"home10",2015-03-31,"LG","루카스","오지환","정성훈","박용택","이병규","최승준","이병규","김용의","최경철","손주인"
"away11",2015-03-31,"삼성","백정현","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"home11",2015-03-31,"kt","옥스프링","김동명","신명철","마르테","김상현","박경수","김사연","박기혁","용덕한","이대형"
"away12",2015-04-01,"KIA","스틴슨","김원섭","최용규","필","나지완","최희섭","이범호","김다원","강한울","이성우"
"home12",2015-04-01,"SK","김광현","이명기","박계현","최정","박정권","브라운","이재원","조동화","정상호","김성현"
"away13",2015-04-01,"롯데","이상화","아두치","황재균","손아섭","최준석","김대우","강민호","정훈","하준호","문규현"
"home13",2015-04-01,"LG","임정우","오지환","정성훈","이병규","이병규","최승준","정의윤","김용의","최경철","손주인"
"away14",2015-04-01,"두산","유희관","민병헌","정수빈","김현수","루츠","홍성흔","오재원","양의지","김재환","김재호"
"home14",2015-04-01,"한화","유먼","송광민","이용규","김경언","김태균","모건","김회성","정범모","권용관","강경학"
"away15",2015-04-01,"삼성","윤성환","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"home15",2015-04-01,"kt","박세웅","김동명","이대형","마르테","김상현","박경수","조중근","김사연","박기혁","안중열"
"away16",2015-04-01,"넥센","피어밴드","서건창","이택근","유한준","박병호","김민성","스나이더","이성열","김하성","김재현"
"home16",2015-04-01,"NC","해커","김종호","이종욱","나성범","테임즈","모창민","이호준","손시헌","김태군","지석훈"
"away17",2015-04-02,"두산","진야곱","정진호","정수빈","김현수","루츠","홍성흔","오재원","양의지","김재환","김재호"
"home17",2015-04-02,"한화","탈보트","송광민","이용규","김경언","김태균","모건","최진행","정범모","권용관","강경학"
"away18",2015-04-03,"한화","송은범","이용규","김경언","모건","김태균","송광민","정범모","김회성","권용관","강경학"
"home18",2015-04-03,"NC","찰리","김종호","이종욱","나성범","테임즈","모창민","이호준","손시헌","김태군","지석훈"
"away19",2015-04-03,"KIA","양현종","김원섭","최용규","필","나지완","최희섭","이범호","김다원","이성우","강한울"
"home19",2015-04-03,"kt","어윈","김동명","이대형","마르테","김상현","박경수","신명철","김사연","용덕한","박기혁"
"away20",2015-04-03,"두산","마야","민병헌","정수빈","김현수","루츠","홍성흔","오재원","양의지","김재환","김재호"
"home20",2015-04-03,"롯데","레일리","황재균","하준호","손아섭","최준석","김대우","정훈","강민호","김민하","문규현"
"away21",2015-04-03,"SK","밴와트","이명기","임훈","최정","브라운","박정권","이재원","나주환","정상호","박진만"
"home21",2015-04-03,"넥센","밴헤켄","서건창","이택근","유한준","박병호","김민성","스나이더","문우람","김하성","유선정"
"away22",2015-04-03,"삼성","클로이드","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"home22",2015-04-03,"LG","소사","오지환","정성훈","이진영","이병규","최승준","채은성","김용의","최경철","손주인"
"away23",2015-04-04,"KIA","험버","김원섭","최용규","필","나지완","최희섭","이범호","김다원","이성우","강한울"
"home23",2015-04-04,"kt","시스코","이대형","김민혁","마르테","김상현","박경수","조중근","김사연","안중열","심우준"
"away24",2015-04-04,"SK","윤희상","이명기","조동화","최정","브라운","박정권","이재원","임훈","박계현","박진만"
"home24",2015-04-04,"넥센","한현희","서건창","이택근","유한준","박병호","김민성","스나이더","문우람","김하성","유선정"
"away25",2015-04-04,"삼성","피가로","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"home25",2015-04-04,"LG","임지섭","오지환","정성훈","이진영","이병규","채은성","김용의","양석환","유강남","손주인"
"away26",2015-04-05,"한화","유창식","이용규","송광민","김경언","김태균","모건","김회성","정범모","권용관","강경학"
"home26",2015-04-05,"NC","손민한","박민우","이종욱","나성범","테임즈","모창민","이호준","손시헌","김태군","김종호"
"away27",2015-04-05,"KIA","문경찬","김원섭","최용규","최희섭","나지완","이범호","김다원","이종환","강한울","이홍구"
"home27",2015-04-05,"kt","옥스프링","이대형","김민혁","김태훈","마르테","김상현","박경수","조중근","용덕한","박기혁"
"away28",2015-04-05,"두산","장원준","정진호","정수빈","김현수","루츠","홍성흔","오재원","양의지","김재환","김재호"
"home28",2015-04-05,"롯데","송승준","황재균","김민하","손아섭","최준석","김대우","정훈","강민호","임재철","문규현"
"away29",2015-04-05,"삼성","차우찬","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","진갑용","김상수"
"home29",2015-04-05,"LG","루카스","오지환","손주인","정성훈","이병규","채은성","최승준","양석환","최경철","김용의"
"away30",2015-04-05,"SK","백인식","이명기","조동화","최정","브라운","박정권","이재원","임훈","박계현","박진만"
"home30",2015-04-05,"넥센","문성현","서건창","김하성","유한준","박병호","이택근","문우람","스나이더","윤석민","유선정"
"away31",2015-04-07,"kt","박세웅","이대형","김사연","박경수","마르테","김상현","김동명","박기혁","용덕한","배병옥"
"home31",2015-04-07,"SK","김광현","이명기","조동화","최정","브라운","박정권","이재원","임훈","박계현","김성현"
"away32",2015-04-07,"LG","임정우","오지환","정성훈","이진영","이병규","최승준","정의윤","김용의","최경철","손주인"
"home32",2015-04-07,"한화","탈보트","김경언","이용규","김태균","최진행","송광민","권용관","김회성","정범모","강경학"
"away33",2015-04-07,"롯데","린드블럼","황재균","김민하","손아섭","최준석","김대우","정훈","강민호","임재철","문규현"
"home33",2015-04-07,"삼성","장원삼","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","진갑용","김상수"
"away34",2015-04-07,"NC","해커","박민우","이종욱","나성범","테임즈","모창민","이호준","손시헌","김태군","김종호"
"home34",2015-04-07,"KIA","스틴슨","김원섭","최용규","필","나지완","최희섭","이범호","김다원","강한울","이성우"
"away35",2015-04-07,"넥센","피어밴드","서건창","이택근","유한준","박병호","윤석민","박헌도","스나이더","김하성","유선정"
"home35",2015-04-07,"두산","유희관","정진호","정수빈","김현수","홍성흔","오재원","양의지","김진형","김재환","김재호"
"away36",2015-04-08,"kt","정대현","이대형","김민혁","박경수","마르테","김상현","김태훈","김사연","용덕한","박기혁"
"home36",2015-04-08,"SK","켈리","이명기","조동화","최정","브라운","박정권","이재원","나주환","정상호","김성현"
"away37",2015-04-08,"LG","소사","오지환","정성훈","이진영","이병규","최승준","채은성","문선재","최경철","손주인"
"home37",2015-04-08,"한화","유먼","이용규","김경언","김태균","최진행","송광민","이시찬","모건","정범모","권용관"
"away38",2015-04-08,"롯데","이상화","황재균","하준호","손아섭","최준석","김대우","강민호","정훈","김민하","문규현"
"home38",2015-04-08,"삼성","윤성환","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"away39",2015-04-08,"NC","이재학","박민우","이종욱","나성범","테임즈","이호준","모창민","김종호","김태군","손시헌"
"home39",2015-04-08,"KIA","임기준","김원섭","최용규","필","나지완","최희섭","이범호","김다원","강한울","이홍구"
"away40",2015-04-08,"넥센","김대우","서건창","이택근","유한준","박병호","윤석민","박헌도","서동욱","김하성","김재현"
"home40",2015-04-08,"두산","진야곱","정진호","정수빈","김현수","홍성흔","오재원","양의지","김재환","최주환","김재호"
"away41",2015-04-09,"kt","어윈","이대형","김민혁","박경수","마르테","김태훈","김상현","신명철","용덕한","심우준"
"home41",2015-04-09,"SK","밴와트","이명기","박재상","최정","브라운","박정권","이재원","나주환","정상호","김성현"
"away42",2015-04-09,"LG","장진용","오지환","문선재","정성훈","이병규","이진영","채은성","양석환","유강남","손주인"
"home42",2015-04-09,"한화","유창식","김경언","이용규","최진행","김태균","모건","이시찬","송광민","정범모","권용관"
"away43",2015-04-09,"롯데","레일리","황재균","하준호","손아섭","최준석","강민호","정훈","김민하","오승택","문규현"
"home43",2015-04-09,"삼성","클로이드","나바로","박한이","박석민","최형우","이승엽","강봉규","박해민","이지영","김상수"
"away44",2015-04-09,"NC","찰리","박민우","김성욱","나성범","테임즈","이호준","모창민","지석훈","김태군","김종호"
"home44",2015-04-09,"KIA","양현종","최용규","필","나지완","최희섭","이범호","김다원","이호신","강한울","이성우"
"away45",2015-04-09,"넥센","밴헤켄","서건창","이택근","유한준","박병호","윤석민","박헌도","문우람","김하성","유선정"
"home45",2015-04-09,"두산","마야","정진호","정수빈","민병헌","홍성흔","오재원","양의지","고영민","최주환","김재호"
"away46",2015-04-10,"한화","배영수","모건","이용규","최진행","김태균","이성열","이시찬","송광민","정범모","강경학"
"home46",2015-04-10,"롯데","심수창","황재균","하준호","손아섭","최준석","강민호","정훈","김민하","김대우","오승택"
"away47",2015-04-10,"KIA","험버","김주찬","최용규","필","나지완","최희섭","이범호","김다원","강한울","이성우"
"home47",2015-04-10,"삼성","피가로","나바로","박한이","채태인","최형우","박석민","이승엽","박해민","이지영","김상수"
"away48",2015-04-10,"kt","시스코","이대형","김민혁","박경수","마르테","김상현","김태훈","조중근","안중열","심우준"
"home48",2015-04-10,"넥센","한현희","이택근","김지수","유한준","박병호","윤석민","박헌도","서동욱","김하성","박동원"
"away49",2015-04-10,"두산","니퍼트","정진호","정수빈","김현수","홍성흔","오재원","양의지","고영민","최주환","김재호"
"home49",2015-04-10,"LG","임지섭","오지환","김용의","정성훈","이병규","이진영","정의윤","양석환","유강남","박지규"
"away50",2015-04-10,"SK","윤희상","박재상","박계현","최정","브라운","박정권","이재원","임훈","정상호","김성현"
"home50",2015-04-10,"NC","이태양","박민우","김종호","나성범","테임즈","이호준","모창민","김성욱","김태군","손시헌"
"away51",2015-04-11,"한화","안영명","이용규","이시찬","최진행","김태균","김경언","이성열","정범모","주현상","강경학"
"home51",2015-04-11,"롯데","송승준","황재균","김문호","손아섭","최준석","정훈","장성우","김민하","오승택","문규현"
"away52",2015-04-11,"KIA","문경찬","김주찬","최용규","필","나지완","이범호","김다원","박기남","이홍구","강한울"
"home52",2015-04-11,"삼성","차우찬","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","진갑용","김상수"
"away53",2015-04-11,"kt","옥스프링","이대형","신명철","박경수","마르테","김동명","김상현","김사연","용덕한","박기혁"
"home53",2015-04-11,"넥센","문성현","김하성","임병욱","유한준","박병호","이택근","윤석민","스나이더","서동욱","박동원"
"away54",2015-04-11,"두산","장원준","정수빈","최주환","김현수","홍성흔","오재원","양의지","김재환","국해성","김재호"
"home54",2015-04-11,"LG","루카스","오지환","정성훈","박용택","이병규","이진영","양석환","김용의","최경철","박지규"
"away55",2015-04-11,"SK","백인식","박재상","박계현","최정","브라운","박정권","이재원","임훈","정상호","김성현"
"home55",2015-04-11,"NC","손민한","박민우","김종호","나성범","테임즈","이호준","이종욱","모창민","김태군","손시헌"
"away56",2015-04-12,"KIA","스틴슨","김주찬","박기남","필","나지완","이범호","김다원","최용규","이성우","강한울"
"home56",2015-04-12,"삼성","장원삼","박한이","박해민","박석민","최형우","이승엽","구자욱","백상원","진갑용","김상수"
"away57",2015-04-12,"kt","박세웅","이대형","신명철","박경수","마르테","김동명","김사연","배병옥","용덕한","박기혁"
"home57",2015-04-12,"넥센","피어밴드","이택근","서동욱","유한준","박병호","박헌도","윤석민","스나이더","김하성","박동원"
"away58",2015-04-12,"두산","유희관","정수빈","최주환","김현수","홍성흔","오재원","김재환","국해성","최재훈","김재호"
"home58",2015-04-12,"LG","임정우","오지환","정성훈","박용택","이병규","이진영","양석환","김용의","최경철","박지규"
"away59",2015-04-12,"SK","김광현","이명기","박재상","최정","브라운","박정권","이재원","나주환","정상호","김성현"
"home59",2015-04-12,"NC","해커","박민우","김종호","나성범","테임즈","이호준","이종욱","모창민","김태군","손시헌"
"away60",2015-04-12,"한화","탈보트","이용규","이시찬","김경언","김태균","최진행","이성열","정범모","주현상","강경학"
"home60",2015-04-12,"롯데","린드블럼","황재균","김문호","손아섭","최준석","강민호","정훈","김대우","김민하","오승택"
"away61",2015-04-14,"NC","이재학","박민우","김성욱","나성범","테임즈","이호준","이종욱","모창민","김태군","손시헌"
"home61",2015-04-14,"롯데","레일리","아두치","황재균","손아섭","최준석","강민호","김대우","정훈","김문호","오승택"
"away62",2015-04-14,"두산","진야곱","민병헌","정수빈","김현수","홍성흔","양의지","고영민","최주환","김진형","김재호"
"home62",2015-04-14,"kt","정대현","이대형","김사연","박경수","마르테","김동명","김상현","신명철","용덕한","박기혁"
"away63",2015-04-14,"삼성","윤성환","나바로","박한이","박석민","최형우","이승엽","구자욱","박해민","이지영","김상수"
"home63",2015-04-14,"한화","유먼","이용규","이시찬","김경언","김태균","최진행","이성열","정범모","주현상","권용관"
"away64",2015-04-15,"KIA","양현종","김주찬","강한울","필","나지완","최희섭","이범호","김다원","이성우","최용규"
"home64",2015-04-15,"LG","소사","오지환","정성훈","박용택","이병규","이진영","정의윤","양석환","최경철","손주인"
"away65",2015-04-15,"NC","찰리","박민우","김성욱","나성범","테임즈","이호준","이종욱","모창민","김태군","손시헌"
"home65",2015-04-15,"롯데","이상화","아두치","손아섭","황재균","최준석","김대우","정훈","김문호","장성우","오승택"
"away66",2015-04-15,"두산","이현호","민병헌","정수빈","김현수","홍성흔","양의지","오재일","김진형","최주환","김재호"
"home66",2015-04-15,"kt","시스코","이대형","박경수","김동명","마르테","김상현","신명철","배병옥","안중열","박기혁"
"away67",2015-04-15,"삼성","클로이드","박해민","박한이","나바로","최형우","박석민","이승엽","구자욱","이지영","김상수"
"home67",2015-04-15,"한화","유창식","이용규","이시찬","김경언","김태균","최진행","이성열","정범모","송광민","권용관"
"away68",2015-04-15,"넥센","밴헤켄","김하성","서동욱","문우람","박병호","유한준","박헌도","윤석민","스나이더","박동원"
"home68",2015-04-15,"SK","켈리","이명기","박재상","최정","브라운","박정권","이재원","나주환","정상호","김성현"
"away69",2015-04-16,"KIA","임기준","김주찬","김다원","필","나지완","최희섭","이범호","최용규","강한울","이성우"
"home69",2015-04-16,"LG","임지섭","오지환","정성훈","박용택","이병규","이진영","정의윤","김용의","유강남","손주인"
"away70",2015-04-16,"NC","이태양","박민우","김종호","나성범","테임즈","이호준","이종욱","모창민","김태군","손시헌"
"home70",2015-04-16,"롯데","심수창","아두치","손아섭","황재균","최준석","김대우","정훈","김문호","장성우","오승택"
"away71",2015-04-16,"넥센","한현희","고종욱","김하성","문우람","박병호","유한준","박헌도","윤석민","서동욱","김재현"
"home71",2015-04-16,"SK","밴와트","이명기","박재상","최정","브라운","박정권","이재원","나주환","정상호","김성현"
"away72",2015-04-17,"kt","옥스프링","김진곤","김민혁","이대형","마르테","김상현","박경수","신명철","용덕한","박기혁"
"home72",2015-04-17,"삼성","피가로","박해민","박한이","나바로","최형우","박석민","이승엽","구자욱","이지영","김상수"
"away73",2015-04-17,"LG","루카스","오지환","김용의","박용택","이병규","이진영","정의윤","양석환","최경철","박지규"
"home73",2015-04-17,"SK","윤희상","이명기","박재상","최정","브라운","박정권","이재원","나주환","정상호","김성현"
"away74",2015-04-17,"롯데","송승준","아두치","손아섭","황재균","최준석","김대우","정훈","강민호","김문호","문규현"
"home74",2015-04-17,"두산","니퍼트","민병헌","정수빈","김현수","홍성흔","오재원","양의지","오재일","최주환","김재호"
"away75",2015-04-17,"NC","손민한","박민우","김종호","나성범","테임즈","이호준","이종욱","모창민","김태군","손시헌"
"home75",2015-04-17,"한화","안영명","이용규","이시찬","김경언","김태균","이성열","박노민","정범모","김회성","권용관"
"away76",2015-04-17,"넥센","문성현","고종욱","김지수","문우람","박병호","유한준","박헌도","윤석민","김하성","박동원"
"home76",2015-04-17,"KIA","험버","김주찬","강한울","필","나지완","최희섭","이범호","김다원","이성우","최용규"
"away77",2015-04-18,"kt","박세웅","이대형","박경수","마르테","김상현","김동명","배병옥","송민섭","안중열","박기혁"
"home77",2015-04-18,"삼성","장원삼","박해민","박한이","나바로","최형우","박석민","이승엽","구자욱","진갑용","김상수"
"away78",2015-04-18,"LG","임정우","오지환","정성훈","박용택","이병규","이진영","양석환","문선재","최경철","손주인"
"home78",2015-04-18,"SK","김광현","조동화","박재상","최정","브라운","박정권","이재원","박계현","정상호","김성현"
"away79",2015-04-18,"롯데","린드블럼","아두치","손아섭","황재균","최준석","강민호","정훈","장성우","김민하","문규현"
"home79",2015-04-18,"두산","장원준","민병헌","정수빈","김현수","양의지","오재원","오재일","최주환","허경민","정진호"
"away80",2015-04-18,"NC","해커","박민우","김종호","나성범","테임즈","이호준","김성욱","지석훈","김태군","손시헌"
"home80",2015-04-18,"한화","탈보트","이용규","강경학","김경언","김태균","이성열","김회성","최진행","정범모","권용관"
"away81",2015-04-18,"넥센","피어밴드","고종욱","김지수","강지광","박병호","유한준","박헌도","윤석민","김하성","박동원"
"home81",2015-04-18,"KIA","스틴슨","최용규","김다원","김주찬","필","나지완","최희섭","이범호","이성우","강한울"
"away82",2015-04-19,"넥센","송신영","고종욱","김지수","문우람","박병호","유한준","박헌도","윤석민","김하성","박동원"
"home82",2015-04-19,"KIA","문경찬","최용규","김다원","필","나지완","최희섭","이범호","이홍구","이호신","최병연"
"away83",2015-04-21,"한화","유먼","이용규","강경학","김경언","김태균","이성열","김회성","최진행","정범모","권용관"
"home83",2015-04-21,"LG","소사","오지환","정성훈","박용택","이병규","이진영","양석환","정의윤","최경철","손주인"
"away84",2015-04-21,"롯데","레일리","아두치","손아섭","황재균","최준석","강민호","정훈","장성우","김민하","문규현"
"home84",2015-04-21,"KIA","양현종","김주찬","최용규","필","나지완","최희섭","이범호","김다원","차일목","강한울"
"away85",2015-04-21,"두산","마야","민병헌","정수빈","김현수","홍성흔","오재원","루츠","양의지","최주환","김재호"
"home85",2015-04-21,"넥센","밴헤켄","고종욱","김지수","김민성","박병호","유한준","박헌도","윤석민","김하성","박동원"
"away86",2015-04-21,"SK","켈리","조동화","박재상","최정","브라운","박정권","이재원","박계현","정상호","김성현"
"home86",2015-04-21,"kt","시스코","이대형","김민혁","마르테","김상현","윤요섭","박경수","박용근","안중열","김진곤"
"away87",2015-04-21,"삼성","윤성환","박해민","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","김상수"
"home87",2015-04-21,"NC","찰리","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","김태군","손시헌"
"away88",2015-04-22,"한화","유창식","이용규","정근우","최진행","김태균","김경언","김회성","권용관","정범모","송주호"
"home88",2015-04-22,"LG","임지섭","오지환","정성훈","박용택","이병규","이진영","양석환","정의윤","유강남","손주인"
"away89",2015-04-22,"롯데","이상화","아두치","손아섭","황재균","최준석","김대우","강민호","정훈","김문호","오승택"
"home89",2015-04-22,"KIA","험버","이호신","강한울","필","나지완","최희섭","이범호","김다원","이성우","최용규"
"away90",2015-04-22,"두산","유희관","정수빈","최주환","김현수","홍성흔","오재원","루츠","양의지","정진호","김재호"
"home90",2015-04-22,"넥센","한현희","고종욱","김지수","문우람","박병호","김민성","윤석민","박헌도","김하성","박동원"
"away91",2015-04-22,"SK","백인식","조동화","김성현","최정","브라운","박정권","이재원","박재상","정상호","박계현"
"home91",2015-04-22,"kt","정대현","이대형","김민혁","마르테","김상현","박경수","신명철","윤요섭","용덕한","박용근"
"away92",2015-04-22,"삼성","차우찬","박해민","우동균","나바로","최형우","박석민","이승엽","구자욱","진갑용","김상수"
"home92",2015-04-22,"NC","노성호","박민우","김종호","나성범","테임즈","이호준","모창민","이종욱","손시헌","김태군"
"away93",2015-04-23,"한화","배영수","이용규","정근우","김경언","김태균","최진행","김회성","정범모","권용관","송주호"
"home93",2015-04-23,"LG","루카스","오지환","정성훈","박용택","이병규","이진영","이병규","김용의","최경철","박지규"
"away94",2015-04-23,"롯데","심수창","아두치","손아섭","황재균","최준석","김대우","강민호","정훈","김문호","오승택"
"home94",2015-04-23,"KIA","스틴슨","김호령","강한울","필","나지완","이범호","김다원","최용규","차일목","이호신"
"away95",2015-04-23,"두산","니퍼트","민병헌","정수빈","김현수","홍성흔","오재원","양의지","유민상","최주환","김재호"
"home95",2015-04-23,"넥센","문성현","고종욱","김지수","문우람","박병호","김민성","윤석민","박헌도","김하성","박동원"
"away96",2015-04-23,"SK","윤희상","이명기","조동화","최정","브라운","박정권","이재원","임훈","박계현","김성현"
"home96",2015-04-23,"kt","옥스프링","이대형","김민혁","마르테","김상현","박경수","신명철","박용근","용덕한","박기혁"
"away97",2015-04-23,"삼성","클로이드","박해민","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","김상수"
"home97",2015-04-23,"NC","손민한","박민우","김종호","나성범","테임즈","이호준","모창민","이종욱","김태군","손시헌"
"away98",2015-04-24,"KIA","문경찬","김호령","최용규","필","나지완","이범호","김다원","박기남","차일목","강한울"
"home98",2015-04-24,"두산","장원준","민병헌","정수빈","김현수","홍성흔","오재원","양의지","김재환","최주환","김재호"
"away99",2015-04-24,"LG","임정우","오지환","정성훈","박용택","이병규","이진영","이병규","김용의","최경철","박지규"
"home99",2015-04-24,"NC","해커","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"away100",2015-04-24,"SK","채병용","이명기","김성현","최정","브라운","박정권","이재원","임훈","정상호","박계현"
"home100",2015-04-24,"한화","안영명","이용규","정근우","김경언","김태균","최진행","김회성","권용관","정범모","송주호"
"away101",2015-04-24,"삼성","피가로","박해민","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","김상수"
"home101",2015-04-24,"롯데","린드블럼","아두치","손아섭","황재균","최준석","김대우","장성우","정훈","김문호","문규현"
"away102",2015-04-24,"넥센","피어밴드","고종욱","서동욱","문우람","박병호","김민성","윤석민","박헌도","김하성","박동원"
"home102",2015-04-24,"kt","박세웅","이대형","박용근","박경수","김상현","신명철","윤요섭","송민섭","용덕한","심우준"
"away103",2015-04-25,"KIA","서재응","김호령","강한울","필","나지완","이범호","김다원","박기남","차일목","이호신"
"home103",2015-04-25,"두산","진야곱","민병헌","정수빈","김현수","홍성흔","오재원","양의지","김재환","최주환","김재호"
"away104",2015-04-25,"LG","장진용","오지환","김용의","박용택","이병규","이진영","이병규","양석환","최경철","박지규"
"home104",2015-04-25,"NC","이재학","박민우","김종호","나성범","테임즈","조영훈","이종욱","손시헌","지석훈","김태군"
"away105",2015-04-25,"SK","김광현","이명기","김성현","박정권","이재원","브라운","정상호","박재상","박진만","박계현"
"home105",2015-04-25,"한화","송창식","이용규","정근우","최진행","김태균","김경언","김회성","정범모","권용관","송주호"
"away106",2015-04-25,"삼성","장원삼","박해민","이영욱","나바로","최형우","박석민","이승엽","구자욱","진갑용","김상수"
