"","date","team","start_pitcher","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"home106",2015-04-25,"롯데","송승준","아두치","손아섭","황재균","최준석","강민호","장성우","정훈","김민하","문규현"
"away107",2015-04-25,"넥센","송신영","고종욱","서동욱","문우람","박병호","김민성","윤석민","스나이더","김하성","박동원"
"home107",2015-04-25,"kt","어윈","이대형","김민혁","박경수","김상현","신명철","송민섭","박용근","용덕한","심우준"
"away108",2015-04-26,"KIA","홍건희","이호신","강한울","필","나지완","이범호","김다원","박기남","이성우","최용규"
"home108",2015-04-26,"두산","마야","민병헌","정수빈","김현수","홍성흔","오재원","김재환","최주환","최재훈","김재호"
"away109",2015-04-26,"SK","켈리","이명기","김성현","박정권","이재원","브라운","정상호","박재상","박진만","박계현"
"home109",2015-04-26,"한화","유먼","이용규","정근우","김경언","김태균","최진행","김회성","정범모","권용관","송주호"
"away110",2015-04-26,"삼성","윤성환","김상수","박해민","나바로","최형우","박석민","이승엽","김정혁","이지영","우동균"
"home110",2015-04-26,"롯데","레일리","아두치","손아섭","황재균","최준석","강민호","장성우","김문호","강동수","문규현"
"away111",2015-04-26,"넥센","밴헤켄","고종욱","서동욱","문우람","박병호","김민성","윤석민","스나이더","김하성","김재현"
"home111",2015-04-26,"kt","엄상백","이대형","송민섭","신명철","김상현","박경수","윤요섭","박용근","심우준","용덕한"
"away112",2015-04-26,"LG","소사","오지환","김용의","박용택","이병규","이진영","이병규","양석환","최경철","박지규"
"home112",2015-04-26,"NC","찰리","박민우","김종호","나성범","테임즈","이호준","이종욱","손시헌","지석훈","김태군"
"away113",2015-04-28,"kt","정대현","이대형","박용근","박경수","김상현","윤요섭","송민섭","신명철","심우준","용덕한"
"home113",2015-04-28,"두산","유희관","정수빈","최주환","민병헌","홍성흔","오재원","양의지","김재환","박건우","김재호"
"away114",2015-04-28,"LG","임지섭","오지환","손주인","박용택","이병규","이진영","정의윤","양석환","유강남","문선재"
"home114",2015-04-28,"삼성","차우찬","김상수","우동균","나바로","최형우","박석민","이승엽","진갑용","김정혁","박해민"
"away115",2015-04-28,"롯데","이상화","아두치","손아섭","황재균","최준석","강민호","김대우","정훈","김문호","문규현"
"home115",2015-04-28,"넥센","한현희","고종욱","서동욱","문우람","박병호","유한준","김민성","윤석민","김하성","박동원"
"away116",2015-04-28,"NC","이태양","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home116",2015-04-28,"SK","백인식","이명기","박재상","브라운","이재원","박정권","정상호","박진만","박계현","김성현"
"away117",2015-04-29,"한화","탈보트","이용규","정근우","김경언","김태균","최진행","김회성","정범모","송광민","권용관"
"home117",2015-04-29,"KIA","험버","강한울","최용규","필","나지완","최희섭","이범호","김다원","이성우","이호신"
"away118",2015-04-29,"LG","루카스","오지환","김용의","박용택","이병규","정의윤","이병규","양석환","최경철","손주인"
"home118",2015-04-29,"삼성","클로이드","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","박해민"
"away119",2015-04-30,"한화","안영명","이용규","정근우","최진행","김태균","김경언","김회성","정범모","권용관","송주호"
"home119",2015-04-30,"KIA","양현종","강한울","박기남","필","최희섭","이범호","김다원","김호령","차일목","이호신"
"away120",2015-04-30,"kt","옥스프링","이대형","김민혁","박경수","김상현","윤요섭","송민섭","박용근","용덕한","심우준"
"home120",2015-04-30,"두산","니퍼트","민병헌","정수빈","김현수","홍성흔","오재원","양의지","김재환","최주환","김재호"
"away121",2015-04-30,"LG","임정우","오지환","김용의","박용택","이병규","정성훈","정의윤","양석환","최경철","손주인"
"home121",2015-04-30,"삼성","피가로","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","박해민"
"away122",2015-04-30,"롯데","린드블럼","아두치","손아섭","황재균","최준석","강민호","장성우","정훈","김민하","문규현"
"home122",2015-04-30,"넥센","피어밴드","고종욱","서동욱","이택근","박병호","유한준","김민성","윤석민","김하성","박동원"
"away123",2015-04-30,"NC","노성호","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home123",2015-04-30,"SK","윤희상","이명기","박재상","최정","브라운","이재원","정상호","박윤","박계현","김성현"
"away124",2015-05-01,"롯데","송승준","아두치","손아섭","황재균","최준석","강민호","장성우","정훈","김민하","문규현"
"home124",2015-05-01,"한화","유먼","이용규","정근우","김경언","김태균","최진행","김회성","정범모","권용관","송주호"
"away125",2015-05-01,"NC","해커","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home125",2015-05-01,"kt","박세웅","이대형","김민혁","송민섭","김상현","윤요섭","이지찬","박용근","용덕한","심우준"
"away126",2015-05-01,"두산","장원준","민병헌","최주환","김현수","홍성흔","양의지","오재원","김재환","박건우","김재호"
"home126",2015-05-01,"삼성","장원삼","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","진갑용","박해민"
"away127",2015-05-01,"SK","김광현","이명기","박재상","최정","브라운","이재원","박윤","김민식","박계현","김성현"
"home127",2015-05-01,"KIA","스틴슨","김호령","최용규","필","이범호","김다원","나지완","박기남","이성우","강한울"
"away128",2015-05-01,"넥센","송신영","고종욱","서동욱","이택근","박병호","유한준","김민성","윤석민","김하성","박동원"
"home128",2015-05-01,"LG","소사","오지환","정성훈","박용택","이병규","이진영","이병규","양석환","최경철","박지규"
"away129",2015-05-02,"롯데","레일리","아두치","김민하","손아섭","최준석","강민호","김대우","정훈","오승택","강동수"
"home129",2015-05-02,"한화","배영수","이용규","정근우","최진행","김태균","김경언","김회성","김태완","조인성","권용관"
"away130",2015-05-02,"NC","찰리","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home130",2015-05-02,"kt","어윈","이대형","김민혁","신명철","김상현","윤요섭","박경수","박용근","용덕한","박기혁"
"away131",2015-05-02,"두산","마야","민병헌","최주환","오재원","김현수","양의지","홍성흔","정진호","정수빈","김재호"
"home131",2015-05-02,"삼성","윤성환","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","박해민"
"away132",2015-05-02,"SK","켈리","이명기","박재상","최정","브라운","이재원","박윤","정상호","박계현","김성현"
"home132",2015-05-02,"KIA","서재응","김호령","강한울","필","최희섭","이범호","김다원","박기남","차일목","이은총"
"away133",2015-05-02,"넥센","밴헤켄","고종욱","서동욱","이택근","박병호","유한준","김민성","윤석민","김하성","박동원"
"home133",2015-05-02,"LG","장진용","오지환","손주인","박용택","이병규","정성훈","정의윤","김영관","최경철","문선재"
"away134",2015-05-03,"롯데","이재곤","아두치","김민하","황재균","최준석","강민호","정훈","오승택","임재철","문규현"
"home134",2015-05-03,"한화","유창식","이용규","정근우","김경언","김태균","이성열","김회성","김태완","강경학","조인성"
"away135",2015-05-03,"NC","이태양","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home135",2015-05-03,"kt","엄상백","이대형","김민혁","하준호","김상현","장성우","신명철","박경수","이창진","박기혁"
"away136",2015-05-03,"넥센","한현희","강지광","이택근","김민성","박병호","유한준","윤석민","김하성","박동원","김지수"
"home136",2015-05-03,"LG","임지섭","오지환","김용의","박용택","이병규","정성훈","이진영","박지규","유강남","백창수"
"away137",2015-05-05,"KIA","험버","신종길","김다원","필","최희섭","이범호","나지완","최용규","차일목","강한울"
"home137",2015-05-05,"NC","손민한","박민우","김종호","나성범","조영훈","이호준","이종욱","지석훈","손시헌","김태군"
"away138",2015-05-05,"kt","정대현","이대형","김민혁","마르테","김상현","신명철","박경수","하준호","용덕한","심우준"
"home138",2015-05-05,"한화","탈보트","이용규","정근우","최진행","김태균","김경언","김회성","조인성","권용관","고동진"
"away139",2015-05-05,"LG","루카스","오지환","정성훈","박용택","이병규","이진영","이병규","손주인","최경철","박지규"
"home139",2015-05-05,"두산","유희관","민병헌","최주환","오재원","김현수","양의지","홍성흔","정수빈","김재환","김재호"
"away140",2015-05-05,"SK","채병용","박재상","조동화","최정","브라운","이재원","정상호","박윤","박계현","김성현"
"home140",2015-05-05,"롯데","이상화","아두치","손아섭","황재균","최준석","강민호","김대우","정훈","김문호","문규현"
"away141",2015-05-05,"삼성","차우찬","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","진갑용","박해민"
"home141",2015-05-05,"넥센","문성현","이택근","박헌도","김민성","박병호","유한준","윤석민","김하성","박동원","김지수"
"away142",2015-05-06,"KIA","양현종","이은총","오준혁","필","최희섭","이범호","최용규","노수광","이성우","강한울"
"home142",2015-05-06,"NC","박명환","박민우","김성욱","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"away143",2015-05-06,"kt","옥스프링","하준호","이대형","마르테","김상현","장성우","박경수","신명철","용덕한","심우준"
"home143",2015-05-06,"한화","안영명","이용규","정근우","김경언","김태균","최진행","김회성","고동진","조인성","강경학"
"away144",2015-05-06,"LG","임정우","오지환","이병규","박용택","정성훈","이진영","이병규","손주인","최경철","박지규"
"home144",2015-05-06,"두산","니퍼트","정수빈","최주환","민병헌","김현수","양의지","홍성흔","김재환","허경민","김재호"
"away145",2015-05-06,"SK","박종훈","박재상","조동화","최정","브라운","이재원","정상호","박진만","박계현","김성현"
"home145",2015-05-06,"롯데","린드블럼","아두치","손아섭","황재균","최준석","강민호","김대우","정훈","김재유","문규현"
"away146",2015-05-06,"삼성","클로이드","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","박해민"
"home146",2015-05-06,"넥센","피어밴드","고종욱","서동욱","문우람","박병호","유한준","윤석민","김민성","김하성","박동원"
"away147",2015-05-07,"KIA","스틴슨","이은총","오준혁","필","최희섭","이범호","박기남","이홍구","노수광","강한울"
"home147",2015-05-07,"NC","해커","박민우","김종호","나성범","테임즈","조영훈","이종욱","지석훈","손시헌","김태군"
"away148",2015-05-07,"kt","엄상백","하준호","이대형","마르테","김상현","장성우","박경수","송민섭","용덕한","심우준"
"home148",2015-05-07,"한화","유먼","이용규","정근우","김경언","김태균","최진행","김회성","한상훈","조인성","고동진"
"away149",2015-05-07,"LG","소사","오지환","이병규","정의윤","정성훈","이진영","한나한","손주인","최경철","박지규"
"home149",2015-05-07,"두산","진야곱","민병헌","정수빈","오재원","김현수","양의지","홍성흔","최주환","김재환","김재호"
"away150",2015-05-07,"SK","윤희상","박재상","조동화","최정","브라운","이재원","정상호","박진만","박계현","김성현"
"home150",2015-05-07,"롯데","송승준","아두치","손아섭","황재균","최준석","강민호","김대우","정훈","김문호","문규현"
"away151",2015-05-07,"삼성","피가로","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","박해민"
"home151",2015-05-07,"넥센","송신영","고종욱","박헌도","김민성","박병호","유한준","윤석민","김하성","박동원","김지수"
"away152",2015-05-08,"한화","배영수","이용규","한상훈","정근우","최진행","이종환","조인성","김회성","고동진","권용관"
"home152",2015-05-08,"두산","마야","정수빈","최주환","오재원","김현수","홍성흔","정진호","김재환","최재훈","김재호"
"away153",2015-05-08,"KIA","홍건희","이은총","최용규","필","이범호","이홍구","박기남","김민우","김호령","강한울"
"home153",2015-05-08,"넥센","밴헤켄","이택근","박헌도","김민성","박병호","유한준","윤석민","김하성","박동원","송성문"
"away154",2015-05-08,"LG","장진용","박지규","이병규","박용택","정성훈","이진영","한나한","손주인","유강남","김영관"
"home154",2015-05-08,"kt","어윈","이대형","김진곤","하준호","김상현","장성우","박경수","문상철","용덕한","심우준"
"away155",2015-05-08,"롯데","레일리","아두치","손아섭","황재균","최준석","강민호","김문호","정훈","김대우","문규현"
"home155",2015-05-08,"NC","찰리","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"away156",2015-05-08,"삼성","장원삼","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","진갑용","박해민"
"home156",2015-05-08,"SK","김광현","이명기","조동화","최정","브라운","이재원","박재상","정상호","박계현","박진만"
"away157",2015-05-09,"한화","송은범","이용규","정근우","김경언","최진행","이종환","조인성","김회성","한상훈","권용관"
"home157",2015-05-09,"두산","김수완","민병헌","정수빈","오재원","김현수","양의지","홍성흔","김재환","최주환","김재호"
"away158",2015-05-09,"KIA","서재응","이은총","강한울","필","최희섭","이범호","김원섭","박기남","이성우","오준혁"
"home158",2015-05-09,"넥센","한현희","이택근","박헌도","김민성","박병호","유한준","윤석민","김하성","박동원","송성문"
"away159",2015-05-09,"LG","류제국","오지환","이병규","박용택","정성훈","한나한","채은성","손주인","최경철","박지규"
"home159",2015-05-09,"kt","정성곤","이대형","김민혁","하준호","김상현","장성우","박경수","박용근","용덕한","심우준"
"away160",2015-05-09,"롯데","박세웅","황재균","김문호","손아섭","최준석","강민호","박종윤","정훈","김재유","문규현"
"home160",2015-05-09,"NC","이태양","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"away161",2015-05-09,"삼성","윤성환","김상수","우동균","나바로","최형우","박석민","이승엽","구자욱","이지영","박해민"
"home161",2015-05-09,"SK","켈리","이명기","조동화","최정","브라운","박정권","이재원","정상호","박계현","박진만"
"away162",2015-05-10,"한화","탈보트","이용규","정근우","김경언","김태균","최진행","조인성","권용관","한상훈","강경학"
"home162",2015-05-10,"두산","유희관","민병헌","정수빈","오재원","김현수","양의지","홍성흔","김재환","최주환","김재호"
"away163",2015-05-10,"KIA","험버","이은총","강한울","필","최희섭","이범호","김원섭","이홍구","오준혁","박기남"
"home163",2015-05-10,"넥센","김동준","이택근","고종욱","박헌도","박병호","유한준","윤석민","김민성","송성문","김재현"
"away164",2015-05-10,"롯데","이상화","황재균","김문호","박종윤","최준석","강민호","손아섭","정훈","김민하","오승택"
"home164",2015-05-10,"NC","손민한","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"away165",2015-05-10,"삼성","차우찬","구자욱","박해민","나바로","최형우","박석민","이승엽","우동균","진갑용","김재현"
"home165",2015-05-10,"SK","채병용","이명기","박재상","최정","브라운","박정권","이재원","정상호","박계현","김성현"
"away166",2015-05-10,"LG","루카스","손주인","이병규","박용택","정성훈","한나한","채은성","박지규","최경철","오지환"
"home166",2015-05-10,"kt","정대현","이대형","김민혁","하준호","김상현","장성우","박경수","박용근","용덕한","심우준"
"away167",2015-05-12,"한화","안영명","이용규","한상훈","김경언","최진행","정근우","조인성","권용관","강경학","채기영"
"home167",2015-05-12,"삼성","클로이드","나바로","구자욱","채태인","최형우","박석민","이승엽","박해민","이지영","김재현"
"away168",2015-05-12,"kt","옥스프링","이대형","송민섭","하준호","김상현","장성우","박경수","박용근","용덕한","심우준"
"home168",2015-05-12,"KIA","양현종","김원섭","강한울","필","최희섭","이범호","이홍구","김호령","박찬호","이은총"
"away169",2015-05-12,"넥센","피어밴드","고종욱","스나이더","김민성","박병호","유한준","윤석민","김하성","박동원","송성문"
"home169",2015-05-12,"롯데","린드블럼","정훈","손아섭","황재균","최준석","강민호","박종윤","김민하","임재철","문규현"
"away170",2015-05-13,"한화","유먼","이용규","정근우","김경언","최진행","이성열","권용관","조인성","강경학","주현상"
"home170",2015-05-13,"삼성","피가로","나바로","구자욱","채태인","최형우","박석민","이승엽","박해민","이지영","김상수"
"away171",2015-05-13,"kt","엄상백","이대형","김민혁","하준호","김상현","박경수","장성우","박용근","용덕한","심우준"
"home171",2015-05-13,"KIA","스틴슨","김원섭","강한울","필","최희섭","이범호","김민우","이홍구","김호령","이은총"
"away172",2015-05-13,"NC","찰리","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home172",2015-05-13,"LG","소사","정성훈","손주인","박용택","이병규","한나한","이진영","박지규","최경철","오지환"
"away173",2015-05-13,"두산","니퍼트","민병헌","정수빈","김현수","홍성흔","오재원","김재환","최재훈","최주환","김재호"
"home173",2015-05-13,"SK","윤희상","이명기","조동화","최정","브라운","박정권","이재원","박재상","박계현","김성현"
"away174",2015-05-13,"넥센","송신영","고종욱","스나이더","김민성","박병호","유한준","윤석민","김하성","박동원","송성문"
"home174",2015-05-13,"롯데","이인복","정훈","손아섭","황재균","최준석","박종윤","김민하","임재철","안중열","문규현"
"away175",2015-05-14,"한화","안영명","이용규","권용관","정근우","최진행","김경언","이종환","주현상","허도환","강경학"
"home175",2015-05-14,"삼성","장원삼","나바로","구자욱","채태인","최형우","박석민","이승엽","박해민","진갑용","김상수"
"away176",2015-05-14,"kt","어윈","이대형","신명철","하준호","김상현","박경수","장성우","박용근","용덕한","심우준"
"home176",2015-05-14,"KIA","임준혁","김원섭","강한울","김주찬","필","이범호","최희섭","김민우","이홍구","김호령"
"away177",2015-05-14,"NC","이재학","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home177",2015-05-14,"LG","우규민","김용의","손주인","박용택","이병규","한나한","이진영","박지규","최경철","오지환"
"away178",2015-05-14,"두산","마야","민병헌","정수빈","김현수","홍성흔","오재원","김재환","최재훈","허경민","김재호"
"home178",2015-05-14,"SK","김광현","조동화","박재상","최정","브라운","이재원","박정권","정상호","박계현","김성현"
"away179",2015-05-14,"넥센","밴헤켄","이택근","스나이더","김민성","박병호","유한준","윤석민","박헌도","김하성","박동원"
"home179",2015-05-14,"롯데","레일리","정훈","손아섭","황재균","최준석","강민호","박종윤","김민하","임재철","문규현"
"away180",2015-05-15,"롯데","박세웅","정훈","손아섭","황재균","최준석","강민호","박종윤","김민하","임재철","문규현"
"home180",2015-05-15,"kt","정성곤","이대형","김민혁","하준호","김상현","박경수","장성우","김동명","박용근","박기혁"
"away181",2015-05-15,"NC","해커","박민우","김종호","이종욱","테임즈","이호준","나성범","지석훈","손시헌","김태군"
"home181",2015-05-15,"삼성","윤성환","나바로","구자욱","채태인","최형우","박석민","이승엽","박해민","이지영","김상수"
"away182",2015-05-15,"SK","켈리","이명기","박재상","최정","브라운","이재원","박정권","정상호","박계현","나주환"
"home182",2015-05-15,"LG","임정우","정성훈","손주인","박용택","이병규","한나한","이진영","박지규","유강남","오지환"
"away183",2015-05-15,"넥센","한현희","이택근","스나이더","김민성","박병호","유한준","윤석민","박헌도","김하성","박동원"
"home183",2015-05-15,"한화","송은범","이용규","이성열","김경언","최진행","이종환","정근우","강경학","주현상","조인성"
"away184",2015-05-16,"롯데","김승회","정훈","손아섭","황재균","최준석","강민호","박종윤","김민하","임재철","문규현"
"home184",2015-05-16,"kt","정대현","이대형","김민혁","하준호","김상현","박경수","장성우","김동명","이지찬","박기혁"
"away185",2015-05-16,"NC","노성호","박민우","김종호","이종욱","테임즈","이호준","김성욱","지석훈","손시헌","김태군"
"home185",2015-05-16,"삼성","차우찬","나바로","박한이","채태인","최형우","박석민","이승엽","구자욱","진갑용","김상수"
"away186",2015-05-16,"두산","유희관","민병헌","정수빈","김현수","홍성흔","오재원","양의지","김재환","최주환","김재호"
"home186",2015-05-16,"KIA","험버","김원섭","김호령","김주찬","필","나지완","이범호","김민우","이홍구","강한울"
"away187",2015-05-16,"SK","박종훈","이명기","박재상","최정","브라운","이재원","박정권","정상호","박계현","박진만"
"home187",2015-05-16,"LG","루카스","정성훈","손주인","박용택","이병규","이진영","한나한","박지규","최경철","오지환"
"away188",2015-05-16,"넥센","김동준","이택근","스나이더","김민성","박병호","유한준","윤석민","김하성","김지수","김재현"
"home188",2015-05-16,"한화","배영수","이용규","권용관","김경언","최진행","이종환","이성열","정근우","조인성","주현상"
"away189",2015-05-17,"롯데","린드블럼","아두치","손아섭","황재균","최준석","강민호","박종윤","정훈","임재철","문규현"
"home189",2015-05-17,"kt","옥스프링","이대형","김민혁","하준호","장성우","김상현","박경수","이지찬","용덕한","심우준"
"away190",2015-05-17,"NC","박명환","박민우","김종호","이종욱","테임즈","이호준","나성범","지석훈","손시헌","김태군"
"home190",2015-05-17,"삼성","클로이드","박한이","구자욱","채태인","최형우","이승엽","김태완","김상수","이지영","김재현"
"away191",2015-05-17,"두산","장원준","민병헌","허경민","김현수","홍성흔","오재원","양의지","김재환","김진형","김재호"
"home191",2015-05-17,"KIA","양현종","김원섭","김호령","김주찬","필","이범호","김민우","나지완","박찬호","이성우"
"away192",2015-05-17,"SK","채병용","이명기","조동화","박재상","브라운","박정권","김성현","안정광","김민식","박계현"
"home192",2015-05-17,"LG","류제국","정성훈","손주인","박용택","이병규","한나한","이병규","박지규","최경철","오지환"
"away193",2015-05-17,"넥센","피어밴드","이택근","고종욱","스나이더","박병호","유한준","윤석민","김하성","박동원","김지수"
"home193",2015-05-17,"한화","안영명","이용규","주현상","정근우","최진행","김경언","권용관","조인성","강경학","송주호"
"away194",2015-05-19,"한화","유먼","이용규","권용관","정근우","최진행","김경언","주현상","강경학","조인성","송주호"
"home194",2015-05-19,"SK","밴와트","이명기","박재상","이재원","브라운","박정권","정상호","김성현","박계현","나주환"
"away195",2015-05-19,"KIA","스틴슨","김민우","김호령","김주찬","필","이범호","나지완","김다원","이홍구","강한울"
"home195",2015-05-19,"롯데","레일리","아두치","정훈","황재균","최준석","강민호","박종윤","손아섭","임재철","문규현"
"away196",2015-05-19,"kt","엄상백","이대형","김민혁","하준호","장성우","김상현","박경수","김동명","박용근","심우준"
"home196",2015-05-19,"NC","찰리","박민우","김종호","이종욱","테임즈","이호준","나성범","지석훈","손시헌","김태군"
"away197",2015-05-19,"LG","소사","정성훈","손주인","박용택","이병규","한나한","이병규","박지규","최경철","오지환"
"home197",2015-05-19,"넥센","송신영","이택근","고종욱","스나이더","박병호","유한준","김민성","김하성","박동원","김지수"
"away198",2015-05-20,"한화","송은범","이용규","권용관","정근우","최진행","김경언","폭스","김회성","조인성","주현상"
"home198",2015-05-20,"SK","김광현","이명기","박재상","이재원","브라운","박정권","정상호","김성현","박계현","나주환"
"away199",2015-05-20,"KIA","임준혁","김원섭","김민우","김주찬","필","최희섭","이범호","이홍구","박준태","강한울"
"home199",2015-05-20,"롯데","박세웅","아두치","정훈","황재균","최준석","강민호","박종윤","손아섭","임재철","문규현"
"away200",2015-05-20,"kt","조무근","이대형","김민혁","하준호","장성우","김상현","박경수","김동명","박용근","심우준"
"home200",2015-05-20,"NC","이재학","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"away201",2015-05-20,"LG","임지섭","정성훈","손주인","박용택","이병규","한나한","이진영","박지규","유강남","오지환"
"home201",2015-05-20,"넥센","밴헤켄","이택근","강지광","김민성","박병호","유한준","윤석민","김하성","박동원","김지수"
"away202",2015-05-20,"삼성","피가로","나바로","구자욱","박한이","최형우","박석민","이승엽","박해민","이지영","김상수"
"home202",2015-05-20,"두산","마야","정수빈","정진호","민병헌","김현수","오재원","양의지","김재환","최주환","김재호"
"away203",2015-05-21,"한화","탈보트","이용규","권용관","정근우","최진행","폭스","김경언","김회성","주현상","허도환"
"home203",2015-05-21,"SK","고효준","이명기","조동화","박재상","브라운","이재원","박정권","김성현","박계현","나주환"
"away204",2015-05-21,"KIA","김병현","김원섭","김호령","김주찬","필","최희섭","이범호","김민우","이성우","강한울"
"home204",2015-05-21,"롯데","구승민","아두치","정훈","황재균","최준석","강민호","박종윤","손아섭","김문호","문규현"
"away205",2015-05-21,"kt","정성곤","이대형","김민혁","하준호","김상현","장성우","박경수","윤요섭","박용근","심우준"
"home205",2015-05-21,"NC","해커","이종욱","김종호","나성범","테임즈","이호준","지석훈","손시헌","노진혁","김태군"
"away206",2015-05-21,"LG","우규민","정성훈","손주인","박용택","이병규","한나한","이진영","박지규","최경철","오지환"
"home206",2015-05-21,"넥센","한현희","이택근","고종욱","스나이더","박병호","유한준","김민성","서동욱","박동원","김하성"
"away207",2015-05-21,"삼성","장원삼","나바로","구자욱","박한이","최형우","박석민","이승엽","박해민","이흥련","김상수"
"home207",2015-05-21,"두산","니퍼트","정수빈","허경민","민병헌","김현수","양의지","오재원","김재환","정진호","김재호"
"away208",2015-05-22,"한화","배영수","이용규","권용관","정근우","최진행","폭스","김경언","김회성","조인성","주현상"
"home208",2015-05-22,"kt","정대현","이대형","박경수","하준호","장성우","장성호","박용근","김상현","김민혁","심우준"
"away209",2015-05-22,"LG","루카스","오지환","황목치승","이진영","이병규","한나한","양석환","나성용","최경철","이민재"
"home209",2015-05-22,"롯데","김승회","손아섭","정훈","아두치","최준석","강민호","박종윤","김문호","오승택","문규현"
"away210",2015-05-22,"NC","손민한","박민우","김종호","나성범","테임즈","이호준","이종욱","지석훈","손시헌","김태군"
"home210",2015-05-22,"넥센","김동준","이택근","고종욱","스나이더","박병호","유한준","김민성","김하성","박동원","서동욱"
"away211",2015-05-22,"SK","박종훈","이명기","박재상","이재원","브라운","박정권","정상호","김성현","안정광","나주환"
"home211",2015-05-22,"두산","유희관","정수빈","정진호","민병헌","김현수","양의지","오재원","김재환","허경민","김재호"
